ID,SalePrice
1461,126107.21695097367
1462,162188.53771678495
1463,186909.63964082982
1464,194844.6201818009
1465,182751.89312065704
1466,171598.99855113061
1467,173834.35670449768
1468,166280.1010171989
1469,183962.00673451758
1470,124759.76238180284
1471,192566.12278776232
1472,95777.79226784004
1473,97773.8904902804
1474,147734.7229956008
1475,124729.81563532373
1476,379176.74566351576
1477,257132.53104777535
1478,282750.9111241611
1479,289261.37458875345
1480,468785.87966245186
1481,316994.8675681304
1482,205610.2598855421
1483,169166.01399754046
1484,165367.19329270773
1485,179931.34660716934
1486,194937.34921184217
1487,342228.506119764
1488,235220.15449740144
1489,210637.82657703717
1490,210883.88665411726
1491,190883.97346131972
1492,92634.8175126088
1493,181621.2649984752
1494,296662.7872533618
1495,283455.78144678636
1496,241889.30663159894
1497,181682.55981205133
1498,158817.8375821311
1499,158014.3197222363
1500,151924.4727516106
1501,175262.42822219993
1502,145786.49040116405
1503,303159.993705568
1504,243135.15753501226
1505,225585.08099136176
1506,178027.24376848683
1507,246296.39714710982
1508,201770.0275353496
1509,161767.1347384878
1510,149485.78855918962
1511,146148.18880171425
1512,167470.9394726209
1513,143739.02541140767
1514,150937.01179667911
1515,189440.06621595522
1516,151840.69966432994
1517,164800.30484141575
1518,131911.48661737182
1519,222234.18141965035
1520,133280.12766142242
1521,136828.0812084875
1522,170358.28288510197
1523,112465.73822466277
1524,119257.30422711879
1525,125058.00482558328
1526,116036.02302737953
1527,105311.50667760256
1528,128106.65173968517
1529,150202.69524107457
1530,171144.16933778318
1531,112002.15515644205
1532,99487.59181401544
1533,140503.91338780342
1534,122539.88192343147
1535,153079.6806050805
1536,110746.45642199033
1537,75302.50747655732
1538,150101.76436053004
1539,193662.49413899335
1540,93821.3667567267
1541,137008.8135286601
1542,141152.15478658816
1543,206227.90187802698
1544,79608.04355760443
1545,100209.82805173079
1546,131010.25839111942
1547,135495.74367022573
1548,133843.98865297376
1549,112892.067001999
1550,135626.52399732216
1551,110789.88116300723
1552,142647.48203544726
1553,149731.35447546217
1554,114262.67700011125
1555,162512.10351659922
1556,84583.01099894784
1557,101150.7478051352
1558,91080.69810545618
1559,72945.86777998274
1560,135289.46557355995
1561,126398.47458739436
1562,131880.10911638578
1563,122159.2422272304
1564,158335.5648403946
1565,151304.76866145438
1566,250956.4795581484
1567,72264.45062909136
1568,230819.10834836419
1569,139446.19780310578
1570,133786.02215984414
1571,123763.0678408275
1572,146062.14770855123
1573,245530.3651397438
1574,114851.55465019593
1575,214043.01998576202
1576,232576.24723080252
1577,195167.8864668777
1578,144222.62658425173
1579,142694.51468522864
1580,197450.4853218291
1581,154163.54847730143
1582,126651.87890625716
1583,319661.1487833815
1584,228989.47656041654
1585,142187.03965104726
1586,78502.84757982394
1587,94060.6549175379
1588,149400.08416578613
1589,93099.41089038312
1590,130995.46449710659
1591,93804.50441743586
1592,115011.57629924368
1593,132758.40730268543
1594,143049.17135201202
1595,107275.4485135755
1596,243780.5102350834
1597,194359.71404906592
1598,208536.53791467656
1599,177850.75875402984
1600,168733.4259514507
1601,67124.48660356573
1602,114746.51074472466
1603,79654.46065039573
1604,278811.5422636926
1605,252608.72937757114
1606,167168.8810844764
1607,164679.25564613784
1608,213308.27309547891
1609,194856.19733377587
1610,152120.82150980612
1611,140047.288414887
1612,162669.46377244606
1613,163802.34759654407
1614,121193.47602142404
1615,87418.38380288439
1616,71566.17827260832
1617,88170.90113579798
1618,123674.7052270708
1619,142942.1476268751
1620,157493.5296930214
1621,134996.9071383892
1622,139553.401773778
1623,280698.49542572885
1624,213843.2844785523
1625,122901.99862841197
1626,160966.1521904255
1627,191049.24605179107
1628,284918.34208875993
1629,180776.36339436006
1630,362877.77015885944
1631,222281.29435461818
1632,243101.54850664962
1633,171586.731480082
1634,187508.32582410154
1635,177494.4309165578
1636,153728.23573643417
1637,195136.88376304726
1638,187268.2870172512
1639,177962.35768941834
1640,253984.44072938248
1641,176589.5618248603
1642,225940.3513652537
1643,220178.82960991494
1644,232169.2310584645
1645,196057.40136634067
1646,155223.57602378758
1647,155909.61531254096
1648,131948.1657370417
1649,139792.45601583942
1650,114488.85585921138
1651,117384.78599041542
1652,95812.67423502526
1653,99901.82798143323
1654,145580.36441131108
1655,144734.78654003248
1656,145047.74429787727
1657,149383.5297173956
1658,146510.1995694709
1659,128786.22920035207
1660,152997.5731595051
1661,434272.6773125868
1662,417892.50320231996
1663,385160.29586777237
1664,439307.24534033926
1665,306217.9598013519
1666,341036.571886138
1667,358250.08549624827
1668,341975.0577514188
1669,283247.6371105255
1670,356005.10986414534
1671,251910.70059964995
1672,431652.65576542227
1673,296908.13101511146
1674,245264.48336547284
1675,186417.62294483426
1676,188972.51697686283
1677,217726.75064310874
1678,415661.74661847757
1679,390304.55607721885
1680,357062.2943176681
1681,248092.6072209301
1682,307568.4505827599
1683,178182.932550982
1684,168227.1586957298
1685,171183.73416580126
1686,168400.3928565405
1687,165056.51649768086
1688,188468.35434945655
1689,193888.63758394337
1690,198859.9886419441
1691,177541.4025738102
1692,271720.8675462033
1693,170070.48728187027
1694,184066.64934324176
1695,163303.92660105613
1696,271026.9071343451
1697,171147.8065098911
1698,344145.47349778004
1699,323052.7061270304
1700,253399.91117295573
1701,270219.8965896195
1702,245838.20235690984
1703,248780.7166402242
1704,278665.4552665234
